ISSN,"Abbreviated Journal Title",Rank,Field,Status
2175-3318,Revista Pandora,B5,INTERDISCIPLINAR,Atualizado
1677-0609,Revista Pantaneira,B5,ENGENHARIAS I,Atualizado
0101-5907,Revista Paraense de Medicina,B5,ENGENHARIAS IV,Atualizado
1678-1910,Revista Paranaense Perio/Implante (Impresso),B5,INTERDISCIPLINAR,Atualizado
0100-705X,Revista Paulista de Odontologia,B5,ENGENHARIAS IV,Atualizado
0100-705X,Revista Paulista de Odontologia,B5,ENGENHARIAS III,Atualizado
0100-705X,Revista Paulista de Odontologia,B5,ENGENHARIAS II,Atualizado
0103-0582,Revista Paulista de Pediatria (Impresso),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1809-4635,Revista Paulista de Reumatologia,B5,INTERDISCIPLINAR,Atualizado
1809-1865,Revista Pavimentação,B5,ENGENHARIAS III,Atualizado
1415-8175,Revista Pedagógica (Unochapecó. Impresso),B5,ENGENHARIAS III,Atualizado
1982-2596,Revista Pensamento Contemporâneo em Administração (UFF),B5,ENGENHARIAS III,Atualizado
2237-2024,Revista Pensar Gestão e Administração,B5,INTERDISCIPLINAR,Atualizado
1806-485X,Revista Pesquisa e Extensão em Saúde (UNESC),B5,INTERDISCIPLINAR,Atualizado
0101-8876,Revista Pesquisa e Tecnologia FEI,B5,ENGENHARIAS II,Atualizado
0101-8876,Revista Pesquisa e Tecnologia FEI,B5,ENGENHARIAS III,Atualizado
0101-8876,Revista Pesquisa e Tecnologia FEI,B5,INTERDISCIPLINAR,Atualizado
1981-8726,Revista Pesquisa (UFCG),B5,ENGENHARIAS II,Atualizado
0329-5001,"Revista Petroquímica, Petróleo, Gas & Química",B5,ENGENHARIAS I,Atualizado
0329-5001,"Revista Petroquímica, Petróleo, Gas & Química",B5,ENGENHARIAS IV,Atualizado
2238-4839,Revista Piauiense de Saúde,B5,INTERDISCIPLINAR,Atualizado
1983-0963,Revista Pilares da História,B5,INTERDISCIPLINAR,Atualizado
1806-2776,Revista PJ:Br,B5,INTERDISCIPLINAR,Atualizado
1677-8081,Revista Plantio Direto,B5,INTERDISCIPLINAR,Atualizado
1517-4948,Revista Plurais (Campo Mourão),B5,INTERDISCIPLINAR,Atualizado
0370-6761,Revista Politécnica (USP),B5,ENGENHARIAS I,Atualizado
1808-6462,Revista Pontes,B5,INTERDISCIPLINAR,Atualizado
2178-8952,Revista Pontos de Interrogação,B5,INTERDISCIPLINAR,Atualizado
1646-8082,Revista Portuguesa de Bioética,B5,INTERDISCIPLINAR,Atualizado
0035-0389,Revista Portuguesa de Ciências Veterinárias,B5,ENGENHARIAS II,Atualizado
0873-3864,Revista Portuguesa de Otorrinolaringologia e Cirurgia Cérvico-Facial,B5,INTERDISCIPLINAR,Atualizado
1645-4464,Revista Portuguesa e Brasileira de Gestão (Lisboa),B5,ENGENHARIAS III,Atualizado
1677-2067,Revista Portuguesa e Brasileira de Gestão (Rio de Janeiro),B5,ENGENHARIAS III,Atualizado
1983-4527,Revista Pós Ciências Sociais,B5,ENGENHARIAS III,Atualizado
1981-8521,Revista Processos Químicos,B5,ENGENHARIAS IV,Atualizado
2178-6860,Revista Produção em Foco,B5,ENGENHARIAS III,Atualizado
1676-1901,Revista Produção Online,B5,ENGENHARIAS II,Atualizado
1676-1901,Revista Produção Online,B5,ENGENHARIAS IV,Atualizado
2175-0521,Revista Psicologia & Comunidade,B5,INTERDISCIPLINAR,Atualizado
1676-7845,Revista Qualidade Banas,B5,ENGENHARIAS III,Atualizado
2179-3581,Revista Qualidade Emergente,B5,ENGENHARIAS II,Atualizado
1806-3764,Revista Química & Tecnologia (UNICAP),B5,ENGENHARIAS I,Atualizado
1807-166X,Revista Racine (São Paulo),B5,INTERDISCIPLINAR,Atualizado
1808-981X,Revista Raízes e Amidos Tropicais,B5,ENGENHARIAS III,Atualizado
1808-981X,Revista Raízes e Amidos Tropicais,B5,INTERDISCIPLINAR,Atualizado
0101-8140,Revista Regional de Araçatuba - Associação Paulista de Cirurgiões Dentistas,B5,ENGENHARIAS II,Atualizado
2236-739X,Revista RETEC,B5,INTERDISCIPLINAR,Atualizado
1454-8100,Revista Româna de Comunicare si Relatii Publice,B5,INTERDISCIPLINAR,Atualizado
2177-7381,Revista Saberes Acadêmicos,B5,ENGENHARIAS I,Atualizado
1980-2404,Revista Salus (UNICENTRO),B5,ENGENHARIAS III,Atualizado
1981-4119,Revista Salusvita (Online),B5,ENGENHARIAS I,Atualizado
2177-6679,Revista Saúde & Ciência,B5,INTERDISCIPLINAR,Atualizado
1516-5787,Revista Saúde e Ambiente (UFMT),B5,INTERDISCIPLINAR,Atualizado
1984-5804,Revista Science Institute,B5,INTERDISCIPLINAR,Atualizado
1982-3843,Revista Sinpro-Rio,B5,INTERDISCIPLINAR,Atualizado
2236-3025,"Revista Síntese Licitações, Contratos e Convênios",B5,INTERDISCIPLINAR,Atualizado
1809-3957,Revista SODEBRAS,B5,ENGENHARIAS IV,Atualizado
1809-3957,Revista SODEBRAS,B5,ENGENHARIAS I,Atualizado
1809-3957,Revista SODEBRAS,B5,ENGENHARIAS III,Atualizado
1809-3957,Revista SODEBRAS,B5,ENGENHARIAS II,Atualizado
1676-0468,Revista Solta a Voz,B5,INTERDISCIPLINAR,Atualizado
1676-4579,Revista Spei (Curitiba),B5,ENGENHARIAS III,Atualizado
1676-4579,Revista Spei (Curitiba),B5,INTERDISCIPLINAR,Atualizado
1678-1252,Revista STREM,B5,ENGENHARIAS III,Atualizado
1678-1252,Revista STREM,B5,INTERDISCIPLINAR,Atualizado
1806-3985,Revista Sul-Americana de Engenharia Estrutural,B5,ENGENHARIAS II,Atualizado
1678-703X,Revista Symposium (Lavras),B5,ENGENHARIAS I,Atualizado
2178-3586,Revista TechnoEng,B5,ENGENHARIAS III,Atualizado
1518-5540,Revista Technologia (Canoas),B5,ENGENHARIAS I,Atualizado
1518-5540,Revista Technologia (Canoas),B5,ENGENHARIAS II,Atualizado
1518-5540,Revista Technologia (Canoas),B5,INTERDISCIPLINAR,Atualizado
1676-4137,Revista Técnica de Energia Petróleo e Gás,B5,ENGENHARIAS I,Atualizado
1676-4137,Revista Técnica de Energia Petróleo e Gás,B5,ENGENHARIAS III,Atualizado
2175-5302,Revista Técnico-Científica do IFSC,B5,ENGENHARIAS I,Atualizado
1516-9197,Revista Tecnologia da Informação,B5,ENGENHARIAS IV,Atualizado
1516-9197,Revista Tecnologia da Informação,B5,INTERDISCIPLINAR,Atualizado
1809-0044,Revista Tecnologia e Sociedade,B5,ENGENHARIAS II,Atualizado
1809-0044,Revista Tecnologia e Sociedade,B5,ENGENHARIAS III,Atualizado
1984-3526,Revista Tecnologia e Sociedade (Online),B5,ENGENHARIAS III,Atualizado
1679-169X,Revista Tecnologia e Tendências,B5,ENGENHARIAS I,Atualizado
1679-169X,Revista Tecnologia e Tendências,B5,ENGENHARIAS II,Atualizado
0101-8191,Revista Tecnologia (UNIFOR),B5,ENGENHARIAS II,Atualizado
0101-8191,Revista Tecnologia (UNIFOR),B5,ENGENHARIAS III,Atualizado
0101-8191,Revista Tecnologia (UNIFOR),B5,ENGENHARIAS IV,Atualizado
1517-8048,Revista Tecnológica (UEM),B5,ENGENHARIAS III,Atualizado
2177-2894,Revista Thema,B5,ENGENHARIAS II,Atualizado
1677-2784,Revista Trabalhista (Rio de Janeiro),B5,INTERDISCIPLINAR,Atualizado
2177-5672,Revista TRAMA Interdisciplinar,B5,INTERDISCIPLINAR,Atualizado
1647-8703,Revista Transdisciplinar de Gerontologia,B5,INTERDISCIPLINAR,Atualizado
1852-7175,Revista Transporte y Territorio,B5,ENGENHARIAS III,Atualizado
1518-2711,Revista Tributária e de Finanças Públicas,B5,ENGENHARIAS III,Atualizado
1518-2290,Revista Trilhas (UNAMA),B5,INTERDISCIPLINAR,Atualizado
1518-2010,Revista Trimestral de Direito Civil,B5,INTERDISCIPLINAR,Atualizado
1982-4831,Revista Trópica - Ciências Agrárias e Biológicas,B5,INTERDISCIPLINAR,Atualizado
1909-4841,Revista TUMBAGA,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1519-4744,Revista Turismo & Desenvolvimento,B5,ENGENHARIAS I,Atualizado
1984-4867,Revista Turismo em Análise,B5,ENGENHARIAS III,Atualizado
1984-4867,Revista Turismo em Análise,B5,ENGENHARIAS I,Atualizado
1984-2066,Revista Udesc Virtu@l,B5,INTERDISCIPLINAR,Atualizado
1677-9037,Revista UFG (Impresso),B5,ENGENHARIAS I,Atualizado
1657-4583,Revista UIS Ingenierias,B5,ENGENHARIAS III,Atualizado
1519-5694,Revista Uniandrade (Impresso),B5,ENGENHARIAS IV,Atualizado
1519-5694,Revista Uniandrade (Impresso),B5,ENGENHARIAS III,Atualizado
1415-3580,Revista UNIARA,B5,ENGENHARIAS III,Atualizado
1677-8308,Revista UNIFAMMA,B5,INTERDISCIPLINAR,Atualizado
2236-9074,Revista UniÍtalo em Pesquisa,B5,INTERDISCIPLINAR,Atualizado
2178-2571,Revista UNINGÁ Review (Online),B5,ENGENHARIAS I,Atualizado
2178-2571,Revista UNINGÁ Review (Online),B5,INTERDISCIPLINAR,Atualizado
2237-1753,Revista UniVap,B5,ENGENHARIAS IV,Atualizado
1517-3275,Revista UNIVAP,B5,ENGENHARIAS II,Atualizado
1517-3275,Revista UNIVAP,B5,ENGENHARIAS III,Atualizado
1517-3275,Revista UNIVAP,B5,ENGENHARIAS I,Atualizado
1517-3275,Revista UNIVAP,B5,ENGENHARIAS IV,Atualizado
1516-229X,Revista Universidade de Franca,B5,INTERDISCIPLINAR,Atualizado
1981-7428,Revista Universidade Guarulhos. Geociências (Impresso),B5,INTERDISCIPLINAR,Atualizado
1414-0578,Revista Universidade Rural. Série Ciências Exatas e da Terra (UFRRJ),B5,ENGENHARIAS II,Atualizado
1414-0578,Revista Universidade Rural. Série Ciências Exatas e da Terra (UFRRJ),B5,ENGENHARIAS IV,Atualizado
0124-7107,Revista Universidad y Salud,B5,ENGENHARIAS I,Atualizado
1809-3337,Revista Universo Contábil,B5,ENGENHARIAS III,Atualizado
1415-2789,Revista UNIVILLE,B5,ENGENHARIAS II,Atualizado
1415-2789,Revista UNIVILLE,B5,ENGENHARIAS III,Atualizado
1678-1902,Revista UNORP,B5,ENGENHARIAS III,Atualizado
1678-1902,Revista UNORP,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1678-1902,Revista UNORP,B5,INTERDISCIPLINAR,Atualizado
1519-6178,Revista Urutágua (Online),B5,INTERDISCIPLINAR,Atualizado
1808-6764,Revista Verde Grande (Unimontes),B5,INTERDISCIPLINAR,Atualizado
1984-6746,Revista Veritas,B5,INTERDISCIPLINAR,Atualizado
2177-3726,"Revista ""Vianna Sapiens""",B5,ENGENHARIAS III,Atualizado
1808-6535,Revista Virtual de Gestão de Iniciativas Sociais,B5,ENGENHARIAS III,Atualizado
1808-6535,Revista Virtual de Gestão de Iniciativas Sociais,B5,INTERDISCIPLINAR,Atualizado
1519-6402,Revista Visão Universitária,B5,ENGENHARIAS IV,Atualizado
1519-6402,Revista Visão Universitária,B5,INTERDISCIPLINAR,Atualizado
2175-2850,RevIU. Revista Informação & Universidade,B5,ENGENHARIAS III,Atualizado
1760-5393,Revue d'anthropologie des connaissances,B5,INTERDISCIPLINAR,Atualizado
0992-7158,Revue des Sciences de l'Eau (Print),B5,ENGENHARIAS II,Atualizado
0992-499X,Revue d'Intelligence Artificielle,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
0992-499X,Revue d'Intelligence Artificielle,B5,INTERDISCIPLINAR,Atualizado
0035-2772,Revue Economique et sociale,B5,INTERDISCIPLINAR,Atualizado
0035-3086,Revue Générale de Droit,B5,INTERDISCIPLINAR,Atualizado
1290-256X,Revue Générale des Routes,B5,ENGENHARIAS II,Atualizado
1626-1682,Revue Internationale de l'Économie Sociale,B5,INTERDISCIPLINAR,Atualizado
1645-0264,RGE. Revista de Gestão e Economia,B5,INTERDISCIPLINAR,Atualizado
2176-4190,RGE - Revista de Gestão e Empreendedorismo,B5,ENGENHARIAS III,Atualizado
1806-6720,RGO. Revista de Gestão Organizacional (UNOCHAPECÓ. Impresso),B5,ENGENHARIAS III,Atualizado
0103-6971,RGO. Revista Gaúcha de Odontologia (Impresso),B5,ENGENHARIAS IV,Atualizado
0103-6971,RGO. Revista Gaúcha de Odontologia (Impresso),B5,ENGENHARIAS II,Atualizado
1983-6635,RGO. Revista Gestão Organizacional (Online),B5,ENGENHARIAS III,Atualizado
1981-982X,RGSA: Revista de Gestão Social e Ambiental,B5,ENGENHARIAS III,Atualizado
2236-4773,RIC - Revista de Iniciação Científica da Faculdade da Amazônia Ocidental,B5,ENGENHARIAS I,Atualizado
1678-0582,Rio de Janeiro (IETS),B5,ENGENHARIAS III,Atualizado
1983-1900,Rio Pesquisa (FAPERJ),B5,ENGENHARIAS II,Atualizado
1982-0577,Rios Eletrônica (FASETE),B5,INTERDISCIPLINAR,Atualizado
1808-9321,Rios (FASETE. Impresso),B5,INTERDISCIPLINAR,Atualizado
1808-9321,Rios (FASETE. Impresso),B5,ENGENHARIAS II,Atualizado
1982-6443,Rio's International Journal on Sciences of Industrial and Systems Engineering and Management,B5,ENGENHARIAS III,Atualizado
1982-6443,Rio's International Journal on Sciences of Industrial and Systems Engineering and Management,B5,ENGENHARIAS IV,Atualizado
0035-5593,Risk Management,B5,ENGENHARIAS IV,Atualizado
1826-3534,"Rivista Federalismi (Rivista di diritto pubblico italiano, comunitario e comparato)",B5,INTERDISCIPLINAR,Atualizado
2317-0115,RMP - Revista dos Mestrados Profissionais,B5,INTERDISCIPLINAR,Atualizado
1809-6948,RNTI. Revista Negócios e Tecnologia da Informação (Online),B5,ENGENHARIAS III,Atualizado
1809-6948,RNTI. Revista Negócios e Tecnologia da Informação (Online),B5,INTERDISCIPLINAR,Atualizado
0104-7914,ROBRAC (Goiânia. Impresso),B5,ENGENHARIAS II,Atualizado
0104-7914,ROBRAC (Goiânia. Impresso),B5,ENGENHARIAS III,Atualizado
1981-3708,ROBRAC (Online) (Goiânia),B5,ENGENHARIAS II,Atualizado
0102-4531,Rochas de Qualidade,B5,ENGENHARIAS II,Atualizado
0102-4531,Rochas de Qualidade,B5,ENGENHARIAS III,Atualizado
0102-4531,Rochas de Qualidade,B5,INTERDISCIPLINAR,Atualizado
0370-6583,Rodriguésia (Impresso),B5,ENGENHARIAS I,Atualizado
2178-9061,Rosa dos Ventos,B5,ENGENHARIAS I,Atualizado
1807-1147,RPA Brasil (Maringá),B5,ENGENHARIAS III,Atualizado
1807-1147,RPA Brasil (Maringá),B5,INTERDISCIPLINAR,Atualizado
1516-1528,@rquivos da Fundação Otorrinolaringologia,B5,ENGENHARIAS II,Atualizado
1516-1528,@rquivos da Fundação Otorrinolaringologia,B5,ENGENHARIAS III,Atualizado
1679-9801,RSBC. Revista-Sociedades Brasileiras de Câncer (Impresso),B5,INTERDISCIPLINAR,Atualizado
1806-7727,RSBO. Revista Sul-Brasileira de Odontologia,B5,ENGENHARIAS II,Atualizado
1806-7727,RSBO. Revista Sul-Brasileira de Odontologia,B5,ENGENHARIAS III,Atualizado
2046-2069,RSC Advances: an international journal to further the chemical sciences,B5,ENGENHARIAS IV,Atualizado
1808-3544,"RTI. Redes, Telecom e Instalações",B5,ENGENHARIAS IV,Atualizado
0103-1651,RUA. Revista de Arquitetura e Urbanismo,B5,ENGENHARIAS II,Atualizado
1144-0821,Rue Descartes,B5,INTERDISCIPLINAR,Atualizado
1679-8864,Rumos (João Pessoa),B5,ENGENHARIAS III,Atualizado
1679-8864,Rumos (João Pessoa),B5,INTERDISCIPLINAR,Atualizado
1980-1998,Ruris (Campinas),B5,ENGENHARIAS III,Atualizado
1980-5950,Saber Acadêmico,B5,INTERDISCIPLINAR,Atualizado
0328-6584,Saber y Tiempo,B5,INTERDISCIPLINAR,Atualizado
1514-6774,SADIO Electronic Journal of Informatics and Operations Research,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1946-3936,SAE International Journal of Engines (Print),B5,ENGENHARIAS II,Atualizado
0148-7191,SAE Technical Paper Series,B5,ENGENHARIAS I,Atualizado
0148-7191,SAE Technical Paper Series,B5,ENGENHARIAS II,Atualizado
1518-3157,Salto para o Futuro (Online),B5,INTERDISCIPLINAR,Atualizado
0973-1121,Samudra Report,B5,INTERDISCIPLINAR,Atualizado
0104-7175,Sanare (Curitiba),B5,INTERDISCIPLINAR,Atualizado
0104-7175,Sanare (Curitiba),B5,ENGENHARIAS I,Atualizado
0104-7175,Sanare (Curitiba),B5,ENGENHARIAS III,Atualizado
1806-4779,Saneas (São Paulo),B5,INTERDISCIPLINAR,Atualizado
0581-5738,Sankhya. Series B,B5,ENGENHARIAS III,Atualizado
1809-0915,Sapiência (FAPEPI. Impresso),B5,INTERDISCIPLINAR,Atualizado
1677-7816,Saráo : Memória e Vida Cultural de Campinas e Região (UNICAMP),B5,INTERDISCIPLINAR,Atualizado
1808-1592,Saúde e Direitos Humanos,B5,ENGENHARIAS III,Atualizado
0103-1104,Saude em Debate,B5,ENGENHARIAS IV,Atualizado
2238-1244,Saúde em Revista,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1516-7356,Saúde em Revista (UNIMEP),B5,ENGENHARIAS IV,Atualizado
1516-7356,Saúde em Revista (UNIMEP),B5,ENGENHARIAS III,Atualizado
1983-1870,Saúde e Pesquisa,B5,ENGENHARIAS II,Atualizado
0104-1290,Saúde e Sociedade (USP. Impresso),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0103-4499,Saúde (Santa Maria),B5,ENGENHARIAS I,Atualizado
2236-3297,SBC Journal on 3D Interactive Systems,B5,ENGENHARIAS IV,Atualizado
1415-6512,SBPN (São Paulo),B5,ENGENHARIAS I,Atualizado
1415-6512,SBPN (São Paulo),B5,INTERDISCIPLINAR,Atualizado
1895-1767,Scalable Computing. Practice and Experience,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1612-9733,Schriftenreihe des Studiengangs Geodäsie und Geoinformatik,B5,INTERDISCIPLINAR,Atualizado
0792-1233,Science and Engineering of Composite Materials,B5,ENGENHARIAS III,Atualizado
1009-2757,"Science in China. Series F, Information Sciences",B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1777-0173,Science Magazine (Paris),B5,INTERDISCIPLINAR,Atualizado
1980-2145,Science of Computing,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1983-1471,Scientia Agraria Paranaensis,B5,INTERDISCIPLINAR,Atualizado
2238-1910,Scientia Amazonia,B5,INTERDISCIPLINAR,Atualizado
1346-0862,Scientiae Mathematicae Japonicae (Print),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0122-1701,Scientia et Technica,B5,ENGENHARIAS IV,Atualizado
0870-8185,Scientia Iuridica,B5,INTERDISCIPLINAR,Atualizado
1980-6108,Scientia Medica (Porto Alegre. Online),B5,ENGENHARIAS IV,Atualizado
1806-5562,Scientia Medica (PUCRS. Impresso),B5,ENGENHARIAS IV,Atualizado
2176-1248,Scientiarum Historia,B5,INTERDISCIPLINAR,Atualizado
0716-8446,Scientia. Series A. Mathematical Sciences,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1415-3211,Scientia Sexualis (UGF),B5,INTERDISCIPLINAR,Atualizado
1517-9729,Scientia Una (FOCCA),B5,INTERDISCIPLINAR,Atualizado
0104-1770,Scientia (UNISINOS),B5,ENGENHARIAS III,Atualizado
0104-1770,Scientia (UNISINOS),B5,ENGENHARIAS IV,Atualizado
0104-1770,Scientia (UNISINOS),B5,INTERDISCIPLINAR,Atualizado
1676-9791,Scientific American Brasil,B5,ENGENHARIAS I,Atualizado
1806-6526,Scintilla (FFSB),B5,INTERDISCIPLINAR,Atualizado
2236-9600,Scire Salutis,B5,ENGENHARIAS I,Atualizado
1147-7806,Sécheresse (Montrouge),B5,ENGENHARIAS II,Atualizado
1809-2802,Secretariado Executivo em Revista,B5,INTERDISCIPLINAR,Atualizado
1533-2535,Security and Defense Studies Review,B5,ENGENHARIAS III,Atualizado
1492-3157,"SEED Journal. Semiotics, Evolution, Energy, and Development",B5,ENGENHARIAS IV,Atualizado
1415-0387,Seed News,B5,INTERDISCIPLINAR,Atualizado
1788-2265,SEFBIS Journal,B5,ENGENHARIAS III,Atualizado
0870-8908,Segurança (Lisboa),B5,ENGENHARIAS I,Atualizado
1618-6168,Sehepunkte (Manchen),B5,INTERDISCIPLINAR,Atualizado
1809-0648,Seleção Documental,B5,ENGENHARIAS III,Atualizado
1809-0648,Seleção Documental,B5,ENGENHARIAS IV,Atualizado
1676-546X,Semina. Ciências Agrárias (Impresso),B5,ENGENHARIAS II,Atualizado
1679-0359,Semina. Ciências Agrárias (Online),B5,ENGENHARIAS II,Atualizado
1676-5451,Semina. Ciências Exatas e Tecnológicas (Impresso),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1676-5451,Semina. Ciências Exatas e Tecnológicas (Impresso),B5,ENGENHARIAS IV,Atualizado
1679-0375,Semina. Ciências Exatas e Tecnológicas (Online),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1679-0375,Semina. Ciências Exatas e Tecnológicas (Online),B5,ENGENHARIAS IV,Atualizado
1136-3894,Seminarios Temáticos - Instituto de Estudios con Iberoamérica y Portugal. Seminario Iberoamericano de Matemáticas,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0037-1998,Semiotica (Berlin),B5,ENGENHARIAS IV,Atualizado
0746-9462,"Sensors (Print): your resource for sensing, communications, and control",B5,ENGENHARIAS IV,Atualizado
1726-5479,Sensors & Transducers,B5,ENGENHARIAS IV,Atualizado
1225-0279,Seoul Journal of Economics,B5,ENGENHARIAS III,Atualizado
1225-0279,Seoul Journal of Economics,B5,INTERDISCIPLINAR,Atualizado
0747-4946,Sequential Analysis,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0747-4946,Sequential Analysis,B5,INTERDISCIPLINAR,Atualizado
1310-6600,Serdica Mathematical Journal,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1637-6528,Série Cahier de Recherche - UMR MOISA,B5,INTERDISCIPLINAR,Atualizado
0103-2658,Serie Educacao Ambiental,B5,INTERDISCIPLINAR,Atualizado
1808-0863,Série Gestão e Planejamento Ambiental,B5,ENGENHARIAS I,Atualizado
0101-031X,Série Sociologica. Antropologia,B5,INTERDISCIPLINAR,Atualizado
1981-5689,Série Textos Água e Ambiente,B5,INTERDISCIPLINAR,Atualizado
1981-5689,Série Textos Água e Ambiente,B5,ENGENHARIAS I,Atualizado
1578-3065,Ser Médico,B5,INTERDISCIPLINAR,Atualizado
1676-1707,Serviço Social e Contemporaneidade,B5,INTERDISCIPLINAR,Atualizado
1980-5160,S & G. Sistemas & Gestão,B5,ENGENHARIAS III,Atualizado
1980-5160,S & G. Sistemas & Gestão,B5,ENGENHARIAS IV,Atualizado
1806-289X,Sibila (Cotia),B5,INTERDISCIPLINAR,Atualizado
1560-7526,Sibirkij Zurnal Vycislitelnoj Matematiki / Siberian Journal of Numerical Mathematics,B5,ENGENHARIAS III,Atualizado
1551-3688,SIGBED Review,B5,ENGENHARIAS IV,Atualizado
1863-1711,"Signal, Image and Video Processing (Internet)",B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1863-1711,"Signal, Image and Video Processing (Internet)",B5,INTERDISCIPLINAR,Atualizado
0103-9962,Signum (Fortaleza),B5,INTERDISCIPLINAR,Atualizado
1946-7729,SIGSPATIAL Special,B5,INTERDISCIPLINAR,Atualizado
1946-7729,SIGSPATIAL Special,B5,CIÊNCIA DA COMPUTAÇÃO,Atualizado
1667-9008,SIICsalud (Buenos Aires),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1667-9008,SIICsalud (Buenos Aires),B5,ENGENHARIAS I,Atualizado
1984-8730,Sinal de Menos,B5,INTERDISCIPLINAR,Atualizado
1807-9067,Sinapse Ambiental,B5,INTERDISCIPLINAR,Atualizado
1677-499X,Sinergia (CEFETSP),B5,ENGENHARIAS II,Atualizado
1677-499X,Sinergia (CEFETSP),B5,ENGENHARIAS IV,Atualizado
1677-499X,Sinergia (CEFETSP),B5,ENGENHARIAS III,Atualizado
2177-806X,Sinergia (IFSP. Enlgish. Online),B5,ENGENHARIAS III,Atualizado
2177-451X,Sinergia (IFSP. Online),B5,ENGENHARIAS II,Atualizado
2177-451X,Sinergia (IFSP. Online),B5,ENGENHARIAS IV,Atualizado
2177-451X,Sinergia (IFSP. Online),B5,ENGENHARIAS III,Atualizado
1981-4240,Sistemas Prediais,B5,ENGENHARIAS I,Atualizado
1519-6097,Sitientibus. Série Ciências Biológicas,B5,ENGENHARIAS I,Atualizado
0101-8841,Sitientibus (UEFS),B5,ENGENHARIAS I,Atualizado
1984-0659,Sleep Science (Impresso),B5,ENGENHARIAS IV,Atualizado
2151-4844,Smart Grid and Renewable Energy,B5,ENGENHARIAS IV,Atualizado
1949-4823,Smart Nanocomposites,B5,ENGENHARIAS III,Atualizado
0252-8827,Socialismo y Participación,B5,INTERDISCIPLINAR,Atualizado
2177-8396,Sociedade e Território,B5,ENGENHARIAS I,Atualizado
0103-1570,Sociedade & Natureza (UFU. Impresso),B5,ENGENHARIAS III,Atualizado
0740-6797,Society for Modeling and Simulation International. Transactions,B5,ENGENHARIAS IV,Atualizado
1295-9278,Sociologies Pratiques,B5,ENGENHARIAS III,Atualizado
0163-5948,Software Engineering Notes,B5,ENGENHARIAS IV,Atualizado
1980-9743,Soils & Rocks,B5,ENGENHARIAS II,Atualizado
1669-0133,Solidaridad Global,B5,INTERDISCIPLINAR,Atualizado
1518-4765,Somanlu (UFAM),B5,ENGENHARIAS III,Atualizado
1014-5494,Sources Unesco,B5,INTERDISCIPLINAR,Atualizado
1173-5899,Southern Hemisphere Forest Industry Journal,B5,ENGENHARIAS I,Atualizado
1083-0464,Southwest journal of pure and applied mathematics,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1981-4291,Spectrum (Brasília. 2000),B5,ENGENHARIAS IV,Atualizado
1981-4291,Spectrum (Brasília. 2000),B5,ENGENHARIAS III,Atualizado
1981-4291,Spectrum (Brasília. 2000),B5,ENGENHARIAS I,Atualizado
2193-1801,SpringerPlus,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
2090-4657,SRN Mathematical Analysis,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0102-1214,STAB (Piracicaba),B5,ENGENHARIAS III,Atualizado
0972-6705,Statistical Methods,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0804-9173,Statistics (Trondheim),B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
0972-3641,Stochastic Modelling and Applications,B5,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,Atualizado
1984-2988,Strategic Design Research Journal,B5,ENGENHARIAS III,Atualizado
1536-4283,"Structure (Chicago, Ill.)",B5,ENGENHARIAS I,Atualizado
1420-1011,Student (Neuchâtel),B5,ENGENHARIAS III,Atualizado
0213-2060,Studia Historica. Ha Medieval,B5,INTERDISCIPLINAR,Atualizado
1676-157X,Stylus (Belo Horizonte),B5,INTERDISCIPLINAR,Atualizado
2071-1050,Sustainability (Basel),B5,INTERDISCIPLINAR,Atualizado
1927-0518,Sustainable Agriculture Research,B5,ENGENHARIAS IV,Atualizado
